,Type,Related url,planned/unplanned,Cause,Body,Start Time,End Time,Duration,Context
161,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/498,unplanned,Unknown,"Add Template Backend Added an initial TemplateBackend, tested with LiteLLM.

At a high level, it would let us do something like this (a minimal example):

```python
class Emotion(Signature):
    """"""Classify emotion among sadness, joy, love, anger, fear, surprise.""""""
    sentence = InputField()
    sentiment = OutputField()
    
class Predict(Parameter):
    def __init__(self, signature, **kwargs):
        self.signature = ensure_signature(signature)
    
    def __call__(self, **kwargs):
        return self.forward(**kwargs)
        
    def forward(self, **kwargs):
        
        # Get backend and predict
        backend = dspy.settings.get(""backend"")
        return backend(signature, **kwargs)
```

We could even abstract that away to some high level primitive function, taking into account any other concerns as well.

### I have a few additional thoughts at a high level:

**1. I changed the signature of the `BaseBackend` to be:**

````python
class TemplateBackend(BaseBackend):
    def __call__(
        self,
        signature: Signature,
        demos: t.List[str] = [],
        **kwargs) -> ...
````

Given that the underlying language model is completely abstracted away from the backend, I wasnt sure why we would specifically call out certain language model specific arguments in the class signature. This sets the signature to only be those additive arguments necessary for templates specifically, with all kwargs being passed directly to the language model as needed.

**2. Small changes to caching**

I like the function changes in the BaseLM. However, due to the way Pydantic manages attributes, we have to set the `generate_with_cache` callable to be a private function (ie. `_generate_with_cache`) to import correctly.

**3. Argument overriding in older methods.**

I noticed some code in the old `Predict` class, I am unsure of moving forward.

```python
class Predict(Parameter):
    ...
    def forward(self, **kwargs):
        ...
        if (temperature is None or temperature <= 0.15) and num_generations > 1:
            config[""temperature""] = 0.7
        ...
```

Code like this may, make it harder to track arguments that are actually hitting the Language Models. To make it a bit more transparent, maybe we could put a warning at the Language Model level, which would raise if n > 1 and temperature <= 0.15, which would allow the user to define the temperature themselves.

@CyrusOfEden Let me know what you think, going to do a deeper dive into a few of these internals to identify we have everything managed for on the template side.",2024-02-29T15:12:24Z,2024-02-29T22:32:29Z,0 days 07:20:05,add template backend add initial templatebackend test litellm high level would let u something like minimal example python class emotionsignature classify emotion among sadness joy love anger fear surprise sentence inputfield sentiment outputfield class predictparameter def initself signature kwargs selfsignature ensuresignaturesignature def callself kwargs return selfforwardkwargs def forwardself kwargs get backend predict backend dspysettingsgetbackend return backendsignature kwargs could even abstract away high level primitive function take account concern well additional thought high level change signature basebackend python class templatebackendbasebackend def call self signature signature demos tlist kwargs give underlying language model completely abstract away backend wasnt sure would specifically call certain language model specific argument class signature set signature additive argument necessary template specifically kwargs pass directly language model need small change cache like function change baselm however due way pydantic manages attribute set generatewithcache callable private function ie generatewithcache import correctly argument override old method notice code old predict class unsure move forward python class predictparameter def forwardself kwargs temperature none temperature config code like may make hard track argument actually hit language model make bit transparent maybe could put warn language model level would raise n temperature would allow user define temperature cyrusofeden let know think go deeply dive internals identify everything manage template side
163,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/496,unplanned,Unknown,Update language_models.ipynb Colab link Update the notebook. The Colab button is being redirected to signatures.ipynb (on Colab) instead of language_models.ipynb.,2024-02-29T08:59:33Z,2024-03-01T03:21:11Z,0 days 18:21:38,update languagemodelsipynb colab link update notebook colab button redirect signaturesipynb colab instead languagemodelsipynb
165,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/493,unplanned,Unknown,"Docs migration -replaces docs/ folder with hosted DSPy-docs website
-includes documentation on making contributions to docs",2024-02-29T07:09:08Z,2024-03-01T19:12:17Z,1 days 12:03:09,docs migration replaces docs folder host dspydocs website include documentation make contribution docs
168,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/490,unplanned,Unknown,Cleaned up functional.py With new TypedChainOfThought function,2024-02-28T20:14:50Z,2024-02-28T20:43:04Z,0 days 00:28:14,clean functionalpy new typedchainofthought function
171,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/486,unplanned,Unknown,"fix: AttributeError for Non-Prediction Objects in Retriever Suggestion/Fix for this issue - https://github.com/stanfordnlp/dspy/issues/166

The retrieve function, seems to get the passages (as a Prediction object) during the use of certain retrievers - this breaks the downstream flow.

I have added a check to determine if its a Prediction object (currently I'm doing it by checking the attribute, but i feel there must be a better way - will check!)

Please let me know if there's something I should consider or have missed out.",2024-02-28T11:23:55Z,2024-03-24T20:07:35Z,25 days 08:43:40,fix attributeerror nonprediction object retriever suggestionfix issue retrieve function seem get passage prediction object use certain retriever break downstream flow add check determine prediction object currently im check attribute feel must better way check please let know there something consider miss
173,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/483,unplanned,Unknown,"feat: add from_parquet to dataloader A parquet file loader would be a convenient addition to the dataloader class. I particularly like that parquet files preserve types better than a csv file.

The primary change is the addition of the from_parquet() function:

```python
def from_parquet(self, file_path: str, fields: list[str] = None, input_keys: tuple[str] = ()) -> list[dspy.Example]:
        dataset = load_dataset(""parquet"", data_files=file_path)[""train""]

        if not fields:
            fields = list(dataset.features)

        return [dspy.Example({field: row[field] for field in fields}).with_inputs(input_keys) for row in dataset]
```

The rest of the changes were caused by the ruff precommit hook.",2024-02-27T22:13:22Z,2024-03-25T00:34:18Z,26 days 02:20:56,feat add fromparquet dataloader parquet file loader would convenient addition dataloader class particularly like parquet file preserve type well csv file primary change addition fromparquet function python def fromparquetself filepath str field list none inputkeys tuple list dataset loaddatasetparquet datafilesfilepath field field listdatasetfeatures return field fieldswithinputsinputkeys row dataset rest change cause ruff precommit hook
174,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/482,unplanned,Unknown,Fixed verbose for signature_opt The changes made to SignatureOptimizer seem like they need to be applied also when verbose=True.,2024-02-27T19:42:45Z,2024-02-27T19:45:03Z,0 days 00:02:18,fix verbose signatureopt change make signatureoptimizer seem like need apply also verbosetrue
175,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/481,unplanned,Unknown,"[`chore`] Fix typo; update link Hello!

## Pull Request overview
* Fix typo: bsaed -> based
* Update link: https://huggingface.co/sentence-transformers -> https://huggingface.co/models?library=sentence-transformers

## Details
Regarding the link update: Sentence Transformers is compatible with many more models than just the few ones under the `sentence-transformers` organization. It also supports very competitive open models like https://huggingface.co/BAAI/bge-large-en-v1.5.

Also: Fascinating project! I quite like the `torch`-inspired approach that you're taking here. I'd love to learn a bit more about how I can assist.

- Tom Aarsen",2024-02-27T18:34:05Z,2024-02-27T20:16:37Z,0 days 01:42:32,fix typo update link hello pull request overview fix typo bsaed base update link detail regard link update sentence transformer compatible many model one sentencetransformers organization also support competitive open model like also fascinate project quite like torchinspired approach youre take id love learn bit assist tom aarsen
176,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/478,unplanned,Unknown,"fix: default collection embedding function attribute in ChromadbRM constructor The recent PR #449 opened by @smwitkowski  refactored ChromadbRM constructor to use collection default embedding function with the syntax ""self._chromadb_collection.embedding_function"". But ChromaDB collection object has no such attribute and raises attribute error if no embedding function is passed to the constructor. 

This PR modifies the constructor to use Chromadb collection's protected attribute ""self._chromadb_collection._embedding_function"" and the module now works as expected.

I could be wrong in my assumptions as I am relatively new to dspy and am open to possible better resolution. ",2024-02-27T10:58:16Z,2024-03-09T18:21:34Z,11 days 07:23:18,fix default collection embed function attribute chromadbrm constructor recent pr open smwitkowski refactored chromadbrm constructor use collection default embed function syntax selfchromadbcollectionembeddingfunction chromadb collection object attribute raise attribute error embed function pass constructor pr modifies constructor use chromadb collection protect attribute selfchromadbcollectionembeddingfunction module work expect could wrong assumption relatively new dspy open possible good resolution
180,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/474,unplanned,Unknown,Catchup backend-refactor with main Merging main with backend-refactor to accomodate for new tests integrations and signatures.,2024-02-27T02:39:27Z,2024-02-29T00:53:43Z,1 days 22:14:16,catchup backendrefactor main merging main backendrefactor accomodate new test integration signature
181,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/473,unplanned,Unknown,from dspy.teleprompt import BootstrapFewShot Module needed to be imported.,2024-02-27T02:11:59Z,2024-02-27T05:08:39Z,0 days 02:56:40,dspyteleprompt import bootstrapfewshot module need import
182,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/472,unplanned,Unknown,"Fix and rename google.py to googlegenerativeai.py - Solves issue #462 

- Re issue #463 I'm not sure if the vertex API will be more reliable than google.generativeai, so I think it makes sense to rename this one to `googlegenerativeai` rather than just `google`.

- The google.generativeai API has changed significantly since last week. There is a new conv.send_message syntax. I have tested that this works.",2024-02-27T02:11:55Z,2024-02-27T02:28:39Z,0 days 00:16:44,fix rename googlepy googlegenerativeaipy solve issue issue im sure vertex api reliable googlegenerativeai think make sense rename one googlegenerativeai rather google googlegenerativeai api change significantly since last week new convsendmessage syntax test work
183,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/471,unplanned,Unknown,"Merge main into backend-refactor This was a simple attempt to merge catch the backend-refactor branch up with main. I am a bit unsure what happened on this, as it looks like formatting differences between the two branches resulted in a massive line count change. I imagine this can be done cleaner to avoid the git blame mess.",2024-02-26T22:10:45Z,2024-02-26T22:38:52Z,0 days 00:28:07,merge main backendrefactor simple attempt merge catch backendrefactor branch main bit unsure happen look like format difference two branch result massive line count change imagine do clean avoid git blame mess
